request_id,vehicle_id,user_id,arrival_time,departure_time,battery_capacity_kwh,initial_soc,required_energy_kwh,max_charging_power_kw,charger_type,priority_category,scenario,request_timestamp,vehicle_type
REQ-56720F02,EV-078,EMP-078,2024-03-13T17:02:00,2024-03-13T20:56:25.299284,52,0.7,15.2,22,AC,standard,low_solar,2024-03-13T10:19:14.175244,Renault Zoe
REQ-550AE893,EV-036,EMP-036,2024-03-13T08:49:00,2024-03-13T16:28:56.944734,77,0.34,45.8,50,DC,standard,low_solar,2024-03-13T07:48:44.541238,Hyundai Ioniq 5
REQ-4DD53B0E,EV-067,EMP-067,2024-03-13T13:23:00,2024-03-13T18:44:15.156903,42,0.72,6.9,22,AC,standard,low_solar,2024-03-13T06:41:47.841998,BMW i3
REQ-60D5A79F,EV-022,EMP-022,2024-03-13T07:07:00,2024-03-13T13:38:39.048406,52,0.6,19.4,22,AC,standard,low_solar,2024-03-13T05:25:17.430100,Renault Zoe
REQ-3B92F0DE,EV-034,EMP-034,2024-03-13T10:24:00,2024-03-13T19:13:18.045876,40,0.6,13.2,22,AC,emergency,low_solar,2024-03-13T01:18:38.719817,Nissan Leaf
REQ-8781E3A6,EV-052,EMP-052,2024-03-13T07:55:00,2024-03-13T11:54:16.315138,77,0.16,34.1,50,DC,standard,low_solar,2024-03-13T00:59:55.313900,Hyundai Ioniq 5
REQ-6895B069,EV-016,EMP-016,2024-03-13T09:27:00,2024-03-13T12:53:23.494893,75,0.35,39.7,50,DC,standard,low_solar,2024-03-13T08:45:20.713912,Tesla Model 3
REQ-98463446,EV-017,EMP-017,2024-03-13T12:04:00,2024-03-13T18:22:38.414155,82,0.5,36.0,50,DC,standard,low_solar,2024-03-13T03:30:23.483901,Tesla Model Y
REQ-062E0F40,EV-066,EMP-066,2024-03-13T08:51:00,2024-03-13T11:08:45.659630,40,0.61,10.2,22,AC,standard,low_solar,2024-03-12T23:32:57.646422,Nissan Leaf
REQ-B9A5F87E,EV-060,EMP-060,2024-03-13T09:47:00,2024-03-13T16:14:19.525452,77,0.41,34.8,50,DC,standard,low_solar,2024-03-13T04:47:12.907791,Hyundai Ioniq 5
REQ-3C28F41E,EV-061,EMP-061,2024-03-13T12:05:00,2024-03-13T20:47:03.625157,77,0.19,52.3,50,DC,emergency,low_solar,2024-03-13T02:26:26.291140,VW ID.4
REQ-523F7E8E,EV-070,EMP-070,2024-03-13T11:44:00,2024-03-13T20:21:15.557795,52,0.46,21.8,22,AC,standard,low_solar,2024-03-13T11:10:31.764662,Renault Zoe
REQ-DC57D986,EV-066,EMP-066,2024-03-13T10:04:00,2024-03-13T18:40:08.443509,40,0.3,24.5,22,AC,standard,low_solar,2024-03-13T05:36:44.541696,Nissan Leaf
REQ-A960D02D,EV-042,EMP-042,2024-03-13T10:17:00,2024-03-13T15:37:38.922753,40,0.2,19.5,22,AC,standard,low_solar,2024-03-13T07:32:54.894685,Nissan Leaf
REQ-8E4BD89F,EV-013,EMP-013,2024-03-13T08:35:00,2024-03-13T16:28:30.780450,77,0.65,26.0,50,DC,standard,low_solar,2024-03-13T02:46:43.620567,VW ID.4
REQ-2CB65170,EV-025,EMP-025,2024-03-13T09:34:00,2024-03-13T11:34:18.794450,82,0.16,59.4,50,DC,emergency,low_solar,2024-03-13T05:15:42.771428,Tesla Model Y
REQ-59B116B4,EV-041,EMP-041,2024-03-13T08:18:00,2024-03-13T10:33:01.216546,82,0.5,39.0,50,DC,standard,low_solar,2024-03-13T02:37:03.256502,Tesla Model Y
REQ-258E5C60,EV-011,EMP-011,2024-03-13T11:36:00,2024-03-13T17:28:52.588187,42,0.47,15.2,22,AC,standard,low_solar,2024-03-13T06:10:28.073931,BMW i3
REQ-49F1629E,EV-069,EMP-069,2024-03-13T07:29:00,2024-03-13T10:38:41.194014,77,0.58,23.2,50,DC,standard,low_solar,2024-03-13T05:26:19.738539,VW ID.4
REQ-1B0B20E2,EV-071,EMP-071,2024-03-13T12:45:00,2024-03-13T17:43:16.906154,77,0.33,33.7,50,DC,standard,low_solar,2024-03-13T10:13:43.115339,Kia EV6
REQ-F2457BF5,EV-003,EMP-003,2024-03-13T12:41:00,2024-03-13T20:37:25.268695,42,0.19,26.2,22,AC,standard,low_solar,2024-03-13T01:59:25.696552,BMW i3
REQ-440C16B6,EV-016,EMP-016,2024-03-13T07:09:00,2024-03-13T08:47:23.017962,75,0.43,22.0,50,DC,standard,low_solar,2024-03-13T01:59:27.433043,Tesla Model 3
REQ-F242B1AD,EV-053,EMP-053,2024-03-14T11:19:00,2024-03-14T20:03:03.396787,77,0.1,37.8,50,DC,standard,grid_constraint,2024-03-14T00:10:09.321985,VW ID.4
REQ-7B4FCC57,EV-023,EMP-023,2024-03-14T09:07:00,2024-03-14T12:16:47.796605,77,0.15,34.0,50,DC,standard,grid_constraint,2024-03-13T21:17:43.848634,Kia EV6
REQ-299CD597,EV-007,EMP-007,2024-03-14T12:02:00,2024-03-14T18:52:13.357456,77,0.49,38.2,50,DC,priority,grid_constraint,2024-03-14T04:10:11.939578,Kia EV6
REQ-F6C11A46,EV-036,EMP-036,2024-03-14T09:24:00,2024-03-14T15:49:35.874013,77,0.62,385.6,50,DC,standard,grid_constraint,2024-03-14T02:00:20.082606,Hyundai Ioniq 5
REQ-F717C02D,EV-080,EMP-080,2024-03-14T09:27:00,2024-03-14T12:13:16.038079,75,0.12,166.3,50,DC,standard,grid_constraint,2024-03-14T07:08:21.786901,Tesla Model 3
REQ-BC4AFD06,EV-070,EMP-070,2024-03-14T17:20:00,2024-03-14T21:00:00,52,0.36,26.4,22,AC,standard,grid_constraint,2024-03-14T08:21:31.282638,Renault Zoe
REQ-AF7F943F,EV-014,EMP-014,2024-03-14T07:10:00,2024-03-14T10:48:01.332250,52,0.64,17.9,22,AC,standard,grid_constraint,2024-03-13T19:35:19.890666,Renault Zoe
REQ-0A17C345,EV-067,EMP-067,2024-03-14T08:12:00,2024-03-14T11:09:32.180213,42,0.7,9.9,22,AC,standard,grid_constraint,2024-03-14T03:01:04.626479,BMW i3
REQ-287EAA14,EV-049,EMP-049,2024-03-14T07:08:00,2024-03-14T10:50:24.799261,82,0.72,20.7,50,DC,standard,grid_constraint,2024-03-13T20:33:28.919886,Tesla Model Y
REQ-594D8EC1,EV-064,EMP-064,2024-03-14T14:08:00,2024-03-14T20:50:23.180260,75,0.73,15.8,50,DC,standard,grid_constraint,2024-03-14T04:55:20.605999,Tesla Model 3
REQ-3F9EF35B,EV-066,EMP-066,2024-03-14T16:22:00,2024-03-14T21:00:00,40,0.48,10.7,22,AC,standard,grid_constraint,2024-03-14T15:05:23.253609,Nissan Leaf
REQ-10F5DEF1,EV-015,EMP-015,2024-03-14T12:59:00,2024-03-14T19:33:36.650354,77,0.25,38.0,50,DC,standard,grid_constraint,2024-03-14T06:32:36.725408,Kia EV6
REQ-F3FE441D,EV-053,EMP-053,2024-03-14T08:39:00,2024-03-14T12:00:42.955453,77,0.16,54.1,50,DC,standard,grid_constraint,2024-03-14T07:16:32.406830,VW ID.4
REQ-1C2FD70F,EV-022,EMP-022,2024-03-14T16:25:00,2024-03-14T20:34:05.524008,52,0.68,10.6,22,AC,standard,grid_constraint,2024-03-14T08:03:39.357427,Renault Zoe
REQ-3B06A08D,EV-058,EMP-058,2024-03-14T13:59:00,2024-03-14T16:58:50.996556,40,0.58,15.7,22,AC,standard,grid_constraint,2024-03-14T11:09:05.464466,Nissan Leaf
REQ-1B1F1E27,EV-028,EMP-028,2024-03-14T08:14:00,2024-03-14T10:54:11.880349,77,0.17,61.4,50,DC,standard,grid_constraint,2024-03-14T00:06:14.243158,Hyundai Ioniq 5
REQ-EFCD106C,EV-037,EMP-037,2024-03-14T12:31:00,2024-03-14T18:04:39.796774,77,0.13,49.6,50,DC,priority,grid_constraint,2024-03-14T06:21:17.108363,VW ID.4
REQ-B95B90A9,EV-048,EMP-048,2024-03-14T17:41:00,2024-03-14T21:00:00,75,0.42,43.2,50,DC,standard,grid_constraint,2024-03-14T13:57:36.961800,Tesla Model 3
REQ-BBF30BC8,EV-019,EMP-019,2024-03-14T08:09:00,2024-03-14T10:03:22.000625,42,0.62,11.8,22,AC,priority,grid_constraint,2024-03-14T01:52:17.526218,BMW i3
REQ-C8EC4144,EV-031,EMP-031,2024-03-14T10:22:00,2024-03-14T13:10:39.609777,77,0.73,17.7,50,DC,priority,grid_constraint,2024-03-14T01:56:26.683269,Kia EV6
REQ-671B2733,EV-009,EMP-009,2024-03-14T07:25:00,2024-03-14T13:16:27.221912,82,0.31,45.6,50,DC,standard,grid_constraint,2024-03-14T00:36:29.475224,Tesla Model Y
REQ-C4027D61,EV-017,EMP-017,2024-03-14T07:56:00,2024-03-14T14:01:53.269165,82,0.34,40.6,50,DC,standard,grid_constraint,2024-03-13T23:22:30.497250,Tesla Model Y
REQ-8373E744,EV-069,EMP-069,2024-03-14T10:42:00,2024-03-14T14:17:49.997361,77,0.22,34.0,50,DC,standard,grid_constraint,2024-03-14T07:34:17.336571,VW ID.4
REQ-3466FB52,EV-041,EMP-041,2024-03-14T07:32:00,2024-03-14T10:48:06.739668,82,0.38,35.1,50,DC,standard,grid_constraint,2024-03-13T20:00:11.276081,Tesla Model Y
REQ-0917544B,EV-034,EMP-034,2024-03-14T08:36:00,2024-03-14T11:25:28.396470,40,0.42,23.1,22,AC,emergency,grid_constraint,2024-03-14T02:09:15.911238,Nissan Leaf
REQ-5C033A23,EV-012,EMP-012,2024-03-14T12:34:00,2024-03-14T16:19:00.922918,77,0.47,32.0,50,DC,standard,grid_constraint,2024-03-14T04:07:31.512515,Hyundai Ioniq 5
REQ-821D0B7B,EV-008,EMP-008,2024-03-14T08:37:00,2024-03-14T13:41:26.564458,75,0.51,26.6,50,DC,standard,grid_constraint,2024-03-14T03:57:56.172328,Tesla Model 3
REQ-6B2C5E99,EV-039,EMP-039,2024-03-14T10:51:00,2024-03-14T14:16:58.300287,77,0.11,38.4,50,DC,priority,grid_constraint,2024-03-13T23:16:26.974378,Kia EV6
REQ-389E292B,EV-050,EMP-050,2024-03-14T08:09:00,2024-03-14T14:31:06.535701,40,0.21,28.1,22,AC,standard,grid_constraint,2024-03-13T23:54:29.816418,Nissan Leaf
REQ-B278EC86,EV-004,EMP-004,2024-03-14T10:28:00,2024-03-14T18:38:20.076127,77,0.35,32.2,50,DC,standard,grid_constraint,2024-03-14T08:18:03.278795,Hyundai Ioniq 5
REQ-4D444535,EV-063,EMP-063,2024-03-14T08:36:00,2024-03-14T12:37:49.484370,77,0.51,29.6,50,DC,standard,grid_constraint,2024-03-14T07:16:46.355163,Kia EV6
REQ-6CDE6CC8,EV-041,EMP-041,2024-03-14T07:27:00,2024-03-14T11:19:35.712526,82,0.29,36.9,50,DC,standard,grid_constraint,2024-03-14T03:49:50.328604,Tesla Model Y
REQ-F3AE4925,EV-010,EMP-010,2024-03-14T10:43:00,2024-03-14T14:56:25.450687,40,0.48,20.4,22,AC,standard,grid_constraint,2024-03-14T08:06:07.111357,Nissan Leaf
REQ-CF8FFB72,EV-039,EMP-039,2024-03-14T08:27:00,2024-03-14T14:54:54.608791,77,0.71,19.0,50,DC,priority,grid_constraint,2024-03-14T06:01:49.906747,Kia EV6
REQ-30AF54C9,EV-011,EMP-011,2024-03-14T07:07:00,2024-03-14T15:12:24.656364,42,0.46,11.6,22,AC,standard,grid_constraint,2024-03-13T21:49:09.150194,BMW i3
REQ-C3FC4F8D,EV-049,EMP-049,2024-03-14T07:31:00,2024-03-14T10:10:52.407774,82,0.53,36.3,50,DC,standard,grid_constraint,2024-03-14T04:10:17.784100,Tesla Model Y
REQ-706E0DB1,EV-067,EMP-067,2024-03-14T08:15:00,2024-03-14T10:44:04.481987,42,0.65,7.6,22,AC,standard,grid_constraint,2024-03-13T21:51:20.730959,BMW i3
REQ-170F518B,EV-072,EMP-072,2024-03-14T07:57:00,2024-03-14T16:45:44.501727,75,0.45,26.2,50,DC,priority,grid_constraint,2024-03-13T20:18:00.950247,Tesla Model 3
REQ-8F11E2D0,EV-062,EMP-062,2024-03-14T11:21:00,2024-03-14T17:19:54.773369,52,0.51,20.8,22,AC,standard,grid_constraint,2024-03-14T04:49:48.764100,Renault Zoe
REQ-47003031,EV-052,EMP-052,2024-03-14T11:37:00,2024-03-14T15:43:13.544104,77,0.45,38.2,50,DC,standard,grid_constraint,2024-03-14T06:54:36.570471,Hyundai Ioniq 5
REQ-89162060,EV-042,EMP-042,2024-03-14T07:36:00,2024-03-14T09:06:02.493353,40,0.63,13.7,22,AC,standard,grid_constraint,2024-03-14T01:42:15.204653,Nissan Leaf
REQ-0628A3EC,EV-030,EMP-030,2024-03-14T08:50:00,2024-03-14T17:26:07.852820,52,0.41,15.5,22,AC,standard,grid_constraint,2024-03-14T04:57:53.003822,Renault Zoe
REQ-FB1668D9,EV-004,EMP-004,2024-03-14T07:00:00,2024-03-14T11:18:08.384666,77,0.37,37.9,50,DC,standard,grid_constraint,2024-03-14T04:37:20.642893,Hyundai Ioniq 5
REQ-BCC9BF8F,EV-043,EMP-043,2024-03-14T11:46:00,2024-03-14T16:06:15.667627,42,0.27,21.8,22,AC,standard,grid_constraint,2024-03-14T02:28:28.114625,BMW i3
REQ-EC998A77,EV-019,EMP-019,2024-03-14T14:36:00,2024-03-14T21:00:00,42,0.29,26.0,22,AC,priority,grid_constraint,2024-03-14T09:21:05.779512,BMW i3
REQ-B9F657B2,EV-065,EMP-065,2024-03-14T13:21:00,2024-03-14T17:01:19.073081,82,0.51,32.5,50,DC,priority,grid_constraint,2024-03-14T05:41:17.993497,Tesla Model Y
REQ-030A4870,EV-064,EMP-064,2024-03-14T07:02:00,2024-03-14T08:54:20.065950,75,0.45,24.5,50,DC,standard,grid_constraint,2024-03-14T03:26:15.321498,Tesla Model 3
REQ-E5C6BA3D,EV-031,EMP-031,2024-03-14T12:27:00,2024-03-14T15:41:45.883445,77,0.2,46.0,50,DC,priority,grid_constraint,2024-03-14T08:22:00.725233,Kia EV6
REQ-4C1B4333,EV-048,EMP-048,2024-03-14T12:59:00,2024-03-14T17:57:39.480614,75,0.61,19.5,50,DC,standard,grid_constraint,2024-03-14T01:32:21.936672,Tesla Model 3
REQ-43828485,EV-060,EMP-060,2024-03-14T08:33:00,2024-03-14T10:35:07.386758,77,0.41,27.1,50,DC,standard,grid_constraint,2024-03-13T22:39:05.820026,Hyundai Ioniq 5
REQ-31DEBEC5,EV-061,EMP-061,2024-03-14T13:14:00,2024-03-14T20:29:39.933113,77,0.26,50.5,50,DC,emergency,grid_constraint,2024-03-14T04:15:02.572880,VW ID.4
REQ-92489CF8,EV-056,EMP-056,2024-03-14T07:55:00,2024-03-14T15:11:56.891130,75,0.44,41.6,50,DC,standard,grid_constraint,2024-03-13T23:34:48.287950,Tesla Model 3
REQ-44F425F0,EV-008,EMP-008,2024-03-14T07:38:00,2024-03-14T13:51:07.434862,75,0.13,63.2,50,DC,standard,grid_constraint,2024-03-14T04:13:12.852550,Tesla Model 3
REQ-B9E94A18,EV-011,EMP-011,2024-03-14T11:23:00,2024-03-14T19:32:23.028553,42,0.66,8.7,22,AC,standard,grid_constraint,2024-03-14T03:36:17.568812,BMW i3
REQ-CDB1211C,EV-039,EMP-039,2024-03-14T07:20:00,2024-03-14T10:54:14.701184,77,0.18,214.2,50,DC,priority,grid_constraint,2024-03-14T06:21:01.474523,Kia EV6
REQ-E7E13805,EV-019,EMP-019,2024-03-14T11:57:00,2024-03-14T17:55:17.731666,42,0.34,15.1,22,AC,priority,grid_constraint,2024-03-14T10:23:55.975735,BMW i3
REQ-83C3FD12,EV-069,EMP-069,2024-03-14T12:51:00,2024-03-14T21:00:00,77,0.51,20.0,50,DC,standard,grid_constraint,2024-03-14T04:17:05.015003,VW ID.4
REQ-0FDE00F0,EV-023,EMP-023,2024-03-14T11:15:00,2024-03-14T14:29:42.215033,77,0.74,17.9,50,DC,standard,grid_constraint,2024-03-14T01:29:11.249409,Kia EV6
REQ-258031D8,EV-071,EMP-071,2024-03-14T09:23:00,2024-03-14T16:03:09.749468,77,0.33,29.3,50,DC,standard,grid_constraint,2024-03-14T03:18:08.491687,Kia EV6
REQ-AB8453B2,EV-033,EMP-033,2024-03-14T09:35:00,2024-03-14T16:18:40.019925,82,0.22,37.9,50,DC,standard,grid_constraint,2024-03-14T00:39:38.540221,Tesla Model Y
REQ-52056D20,EV-016,EMP-016,2024-03-14T08:39:00,2024-03-14T17:00:30.798053,75,0.46,21.6,50,DC,standard,grid_constraint,2024-03-14T04:44:59.151826,Tesla Model 3
REQ-3D6F1039,EV-057,EMP-057,2024-03-14T07:44:00,2024-03-14T09:14:19.435376,82,0.51,27.7,50,DC,standard,grid_constraint,2024-03-14T07:01:04.997937,Tesla Model Y
REQ-39A82868,EV-064,EMP-064,2024-03-14T14:33:00,2024-03-14T17:50:27.237072,75,0.57,26.7,50,DC,standard,grid_constraint,2024-03-14T09:35:37.879217,Tesla Model 3
REQ-CB721439,EV-047,EMP-047,2024-03-14T09:59:00,2024-03-14T15:37:09.630796,77,0.5,25.5,50,DC,standard,grid_constraint,2024-03-14T08:12:46.784851,Kia EV6
REQ-FC4604EC,EV-010,EMP-010,2024-03-14T09:08:00,2024-03-14T16:53:50.220663,40,0.18,30.7,22,AC,standard,grid_constraint,2024-03-14T03:03:05.670108,Nissan Leaf
REQ-9813C427,EV-001,EMP-001,2024-03-14T08:08:00,2024-03-14T15:54:20.087218,82,0.53,29.4,50,DC,standard,grid_constraint,2024-03-14T04:41:24.144844,Tesla Model Y
REQ-ABD9AA54,EV-053,EMP-053,2024-03-14T10:12:00,2024-03-14T12:13:53.596946,77,0.7,14.0,50,DC,standard,grid_constraint,2024-03-13T23:28:03.632738,VW ID.4
REQ-09D2A892,EV-056,EMP-056,2024-03-14T08:36:00,2024-03-14T10:33:18.905084,75,0.46,39.2,50,DC,standard,grid_constraint,2024-03-14T03:51:20.557854,Tesla Model 3
REQ-60811BE8,EV-026,EMP-026,2024-03-14T12:38:00,2024-03-14T16:07:37.022131,40,0.13,18.6,22,AC,standard,grid_constraint,2024-03-14T01:16:13.415845,Nissan Leaf
REQ-24E3B355,EV-029,EMP-029,2024-03-14T15:17:00,2024-03-14T21:00:00,77,0.45,25.2,50,DC,priority,grid_constraint,2024-03-14T11:55:21.210597,VW ID.4
REQ-0D18D7B4,EV-013,EMP-013,2024-03-14T11:21:00,2024-03-14T18:28:08.247665,77,0.37,26.8,50,DC,standard,grid_constraint,2024-03-14T06:44:00.316653,VW ID.4
REQ-B569885E,EV-053,EMP-053,2024-03-14T10:19:00,2024-03-14T18:26:16.248523,77,0.21,35.9,50,DC,standard,grid_constraint,2024-03-14T05:56:06.967159,VW ID.4
REQ-093C0F9F,EV-021,EMP-021,2024-03-14T08:59:00,2024-03-14T13:48:21.328590,77,0.33,33.9,50,DC,priority,grid_constraint,2024-03-14T04:44:59.319903,VW ID.4
REQ-87C7BA75,EV-069,EMP-069,2024-03-14T10:31:00,2024-03-14T15:14:45.877964,77,0.57,26.6,50,DC,standard,grid_constraint,2024-03-14T07:33:23.375168,VW ID.4
REQ-784CF434,EV-034,EMP-034,2024-03-14T12:51:00,2024-03-14T16:15:20.406434,40,0.73,7.8,22,AC,emergency,grid_constraint,2024-03-14T03:59:50.630277,Nissan Leaf
REQ-242654C6,EV-030,EMP-030,2024-03-14T16:47:00,2024-03-14T21:00:00,52,0.75,8.5,22,AC,standard,grid_constraint,2024-03-14T13:43:53.890476,Renault Zoe
REQ-D9690FD7,EV-023,EMP-023,2024-03-14T13:02:00,2024-03-14T20:41:52.377906,77,0.55,22.1,50,DC,standard,grid_constraint,2024-03-14T06:08:08.224260,Kia EV6
REQ-1E854D8A,EV-055,EMP-055,2024-03-14T15:27:00,2024-03-14T17:13:58.880102,77,0.33,29.4,50,DC,standard,grid_constraint,2024-03-14T08:15:18.753757,Kia EV6
REQ-A0A904CD,EV-061,EMP-061,2024-03-14T08:37:00,2024-03-14T10:48:21.438275,77,0.36,47.3,50,DC,emergency,grid_constraint,2024-03-13T23:47:43.766193,VW ID.4
REQ-EA7B0E42,EV-034,EMP-034,2024-03-14T11:20:00,2024-03-14T19:01:34.041598,40,0.55,14.2,22,AC,emergency,grid_constraint,2024-03-14T03:59:17.428214,Nissan Leaf
REQ-D41B6286,EV-063,EMP-063,2024-03-14T08:27:00,2024-03-14T14:16:19.659796,77,0.15,34.6,50,DC,standard,grid_constraint,2024-03-14T03:56:55.689432,Kia EV6
REQ-BD6403DF,EV-039,EMP-039,2024-03-14T13:49:00,2024-03-14T21:00:00,77,0.67,15.6,50,DC,priority,grid_constraint,2024-03-14T06:23:24.712339,Kia EV6
REQ-10E416A7,EV-030,EMP-030,2024-03-14T08:33:00,2024-03-14T12:55:07.147979,52,0.3,18.9,22,AC,standard,grid_constraint,2024-03-14T06:19:47.387206,Renault Zoe
REQ-C49306AC,EV-045,EMP-045,2024-03-14T09:26:00,2024-03-14T11:18:44.034982,77,0.58,22.5,50,DC,standard,grid_constraint,2024-03-14T02:05:21.527280,VW ID.4
REQ-8630C3AE,EV-021,EMP-021,2024-03-14T09:26:00,2024-03-14T13:06:24.141787,77,0.36,27.9,50,DC,priority,grid_constraint,2024-03-14T02:21:42.359553,VW ID.4
REQ-3869545A,EV-025,EMP-025,2024-03-14T07:47:00,2024-03-14T09:55:17.132662,82,0.43,41.5,50,DC,emergency,grid_constraint,2024-03-14T05:43:56.350382,Tesla Model Y
REQ-7FBED627,EV-028,EMP-028,2024-03-14T09:58:00,2024-03-14T16:21:30.707852,77,0.23,47.9,50,DC,standard,grid_constraint,2024-03-14T06:38:05.422203,Hyundai Ioniq 5
REQ-759AEEB1,EV-057,EMP-057,2024-03-14T08:33:00,2024-03-14T12:28:32.114311,82,0.7,13.4,50,DC,standard,grid_constraint,2024-03-14T03:10:45.419062,Tesla Model Y
REQ-F99B4C7D,EV-059,EMP-059,2024-03-14T07:38:00,2024-03-14T13:35:14.683024,42,0.12,24.1,22,AC,standard,grid_constraint,2024-03-14T00:02:48.450830,BMW i3
REQ-45F3800A,EV-069,EMP-069,2024-03-14T16:19:00,2024-03-14T18:54:37.098830,77,0.13,60.9,50,DC,standard,grid_constraint,2024-03-14T11:31:03.819281,VW ID.4
REQ-61BE06DA,EV-053,EMP-053,2024-03-14T12:42:00,2024-03-14T15:02:34.037001,77,0.14,64.5,50,DC,standard,grid_constraint,2024-03-14T02:12:33.652642,VW ID.4
REQ-2A7755E9,EV-060,EMP-060,2024-03-14T13:01:00,2024-03-14T19:43:12.471077,77,0.17,402.2,50,DC,standard,grid_constraint,2024-03-14T10:06:47.004997,Hyundai Ioniq 5
REQ-A498729B,EV-036,EMP-036,2024-03-14T09:24:00,2024-03-14T14:49:28.178800,77,0.27,41.7,50,DC,standard,grid_constraint,2024-03-14T07:16:28.216774,Hyundai Ioniq 5
REQ-53487C55,EV-056,EMP-056,2024-03-14T11:02:00,2024-03-14T16:54:21.133470,75,0.53,18.4,50,DC,standard,grid_constraint,2024-03-14T07:16:01.839401,Tesla Model 3
REQ-B5A3D400,EV-013,EMP-013,2024-03-14T12:14:00,2024-03-14T14:07:53.301714,77,0.53,18.2,50,DC,standard,grid_constraint,2024-03-14T08:36:47.750306,VW ID.4
REQ-6C9C96E9,EV-018,EMP-018,2024-03-14T14:19:00,2024-03-14T21:00:00,40,0.11,33.2,22,AC,standard,grid_constraint,2024-03-14T11:09:29.619126,Nissan Leaf
REQ-B17FBA3F,EV-033,EMP-033,2024-03-14T10:57:00,2024-03-14T13:11:49.300220,82,0.31,52.8,50,DC,standard,grid_constraint,2024-03-14T08:18:22.320161,Tesla Model Y
REQ-BE8E9DCD,EV-028,EMP-028,2024-03-14T09:54:00,2024-03-14T18:20:51.449272,77,0.11,42.7,50,DC,standard,grid_constraint,2024-03-14T05:33:50.217126,Hyundai Ioniq 5
REQ-9D653352,EV-045,EMP-045,2024-03-14T09:18:00,2024-03-14T13:24:03.057379,77,0.33,41.9,50,DC,standard,grid_constraint,2024-03-13T21:33:00.687336,VW ID.4
REQ-238923AF,EV-056,EMP-056,2024-03-14T10:37:00,2024-03-14T16:48:36.393820,75,0.67,23.4,50,DC,standard,grid_constraint,2024-03-14T09:46:40.111804,Tesla Model 3
REQ-3404A52B,EV-037,EMP-037,2024-03-15T12:11:00,2024-03-15T19:35:17.304647,77,0.22,444.3,50,DC,priority,tight_departure,2024-03-15T05:01:30.795493,VW ID.4
REQ-3B30A392,EV-067,EMP-067,2024-03-15T15:16:00,2024-03-15T19:00:40.951003,42,0.34,98.9,22,AC,standard,tight_departure,2024-03-15T13:59:18.599538,BMW i3
REQ-A112AD96,EV-004,EMP-004,2024-03-15T10:06:00,2024-03-15T13:47:46.483261,77,0.19,221.8,50,DC,standard,tight_departure,2024-03-15T06:26:39.072330,Hyundai Ioniq 5
REQ-BF346291,EV-080,EMP-080,2024-03-15T10:02:00,2024-03-15T16:45:07.396428,75,0.5,403.1,50,DC,standard,tight_departure,2024-03-15T01:08:29.239282,Tesla Model 3
REQ-0A4A39C3,EV-042,EMP-042,2024-03-15T12:58:00,2024-03-15T18:05:38.900547,40,0.55,135.4,22,AC,standard,tight_departure,2024-03-15T01:07:28.072487,Nissan Leaf
REQ-0BFA5A51,EV-032,EMP-032,2024-03-15T08:13:00,2024-03-15T12:05:25.191079,75,0.44,232.4,50,DC,standard,tight_departure,2024-03-15T03:38:50.471543,Tesla Model 3
REQ-554AB379,EV-059,EMP-059,2024-03-15T08:07:00,2024-03-15T13:30:52.056605,42,0.51,142.5,22,AC,standard,tight_departure,2024-03-15T05:32:51.840609,BMW i3
REQ-21276DDD,EV-045,EMP-045,2024-03-15T12:25:00,2024-03-15T21:00:00,77,0.1,515.0,50,DC,standard,tight_departure,2024-03-15T04:43:25.925265,VW ID.4
REQ-90153918,EV-042,EMP-042,2024-03-15T08:41:00,2024-03-15T16:10:48.237484,40,0.75,197.9,22,AC,standard,tight_departure,2024-03-15T04:20:41.000563,Nissan Leaf
REQ-D2542035,EV-051,EMP-051,2024-03-15T10:16:00,2024-03-15T11:51:05.026235,42,0.23,41.8,22,AC,standard,tight_departure,2024-03-15T00:40:45.906182,BMW i3
REQ-69B34B30,EV-004,EMP-004,2024-03-15T08:00:00,2024-03-15T11:55:45.943663,77,0.1,235.8,50,DC,standard,tight_departure,2024-03-15T03:34:27.630371,Hyundai Ioniq 5
REQ-A967B0A9,EV-024,EMP-024,2024-03-15T12:13:00,2024-03-15T13:56:06.169309,75,0.21,103.1,50,DC,standard,tight_departure,2024-03-15T07:49:49.414192,Tesla Model 3
REQ-0EDD214B,EV-032,EMP-032,2024-03-15T12:49:00,2024-03-15T20:17:45.868363,75,0.52,448.8,50,DC,standard,tight_departure,2024-03-15T05:06:13.899809,Tesla Model 3
REQ-BB32A4D9,EV-025,EMP-025,2024-03-15T14:04:00,2024-03-15T18:04:47.960672,82,0.61,240.8,50,DC,emergency,tight_departure,2024-03-15T05:01:36.995649,Tesla Model Y
REQ-3F8019AB,EV-067,EMP-067,2024-03-15T13:35:00,2024-03-15T20:31:14.032167,42,0.31,183.1,22,AC,standard,tight_departure,2024-03-15T10:41:17.933734,BMW i3
REQ-877175E6,EV-037,EMP-037,2024-03-15T12:35:00,2024-03-15T20:44:36.795677,77,0.33,489.6,50,DC,priority,tight_departure,2024-03-15T08:51:28.954814,VW ID.4
REQ-58BE63C3,EV-034,EMP-034,2024-03-15T08:58:00,2024-03-15T15:09:55.792886,40,0.65,163.6,22,AC,emergency,tight_departure,2024-03-15T03:59:11.956261,Nissan Leaf
